type,client,tx,amount
withdrawal,73,48793,16
deposit,100,48794,3
deposit,12,48795,78
withdrawal,87,48796,25
withdrawal,7,48797,22
deposit,38,48798,38
deposit,20,48799,76
withdrawal,80,48800,45
deposit,76,48801,11
withdrawal,4,48802,44
deposit,52,48803,88
deposit,38,48804,95
withdrawal,25,48805,6
deposit,29,48806,98
withdrawal,65,48807,10
deposit,37,48808,70
withdrawal,68,48809,59
withdrawal,12,48810,30
deposit,4,48811,55
deposit,77,48812,43
deposit,43,48813,21
withdrawal,24,48814,36
withdrawal,76,48815,17
deposit,30,48816,66
withdrawal,36,48817,6
deposit,51,48818,14
deposit,53,48819,89
deposit,24,48820,31
deposit,30,48821,42
deposit,53,48822,27
withdrawal,45,48823,79
deposit,64,48824,41
withdrawal,98,48825,72
deposit,37,48826,10
deposit,73,48827,27
deposit,95,48828,97
withdrawal,23,48829,82
withdrawal,4,48830,15
withdrawal,89,48831,4
deposit,12,48832,94
withdrawal,52,48833,1
withdrawal,65,48834,19
deposit,32,48835,26
deposit,51,48836,60
withdrawal,53,48837,52
withdrawal,41,48838,43
withdrawal,74,48839,81
deposit,26,48840,18
withdrawal,3,48841,73
withdrawal,53,48842,27
withdrawal,64,48843,78
deposit,51,48844,72
withdrawal,85,48845,80
withdrawal,18,48846,32
deposit,15,48847,0
withdrawal,65,48848,49
deposit,95,48849,47
withdrawal,15,48850,66
deposit,68,48851,17
withdrawal,10,48852,87
withdrawal,63,48853,10
withdrawal,91,48854,30
deposit,87,48855,15
withdrawal,4,48856,7
deposit,55,48857,93
withdrawal,79,48858,73
withdrawal,50,48859,47
deposit,6,48860,70
withdrawal,52,48861,80
deposit,50,48862,89
deposit,17,48863,61
deposit,64,48864,82
withdrawal,85,48865,76
deposit,75,48866,48
deposit,77,48867,24
deposit,23,48868,1
deposit,45,48869,0
deposit,69,48870,36
deposit,74,48871,54
withdrawal,89,48872,48
withdrawal,48,48873,35
withdrawal,15,48874,85
deposit,47,48875,42
deposit,58,48876,94
withdrawal,29,48877,82
deposit,82,48878,39
withdrawal,86,48879,83
withdrawal,9,48880,70
withdrawal,55,48881,8
withdrawal,60,48882,95
deposit,82,48883,53
withdrawal,96,48884,44
deposit,85,48885,4
withdrawal,4,48886,46
deposit,76,48887,42
deposit,67,48888,95
deposit,94,48889,0
deposit,75,48890,0
deposit,55,48891,20
deposit,53,48892,54
withdrawal,100,48893,14
deposit,56,48894,98
withdrawal,64,48895,32
withdrawal,78,48896,42
withdrawal,85,48897,70
withdrawal,20,48898,93
deposit,50,48899,69
deposit,16,48900,55
withdrawal,14,48901,80
deposit,3,48902,1
withdrawal,28,48903,40
withdrawal,10,48904,69
withdrawal,88,48905,36
withdrawal,14,48906,12
deposit,2,48907,25
deposit,31,48908,70
withdrawal,4,48909,1
withdrawal,5,48910,44
deposit,87,48911,51
deposit,70,48912,30
withdrawal,9,48913,91
deposit,66,48914,25
withdrawal,75,48915,45
withdrawal,36,48916,57
withdrawal,52,48917,96
withdrawal,83,48918,32
deposit,59,48919,53
withdrawal,38,48920,29
deposit,19,48921,37
withdrawal,33,48922,48
withdrawal,1,48923,58
withdrawal,77,48924,83
withdrawal,10,48925,25
deposit,79,48926,79
deposit,4,48927,35
deposit,88,48928,42
deposit,88,48929,41
deposit,78,48930,57
withdrawal,41,48931,91
deposit,3,48932,64
deposit,5,48933,47
deposit,95,48934,74
withdrawal,25,48935,100
withdrawal,50,48936,57
deposit,67,48937,81
withdrawal,80,48938,3
deposit,9,48939,51
deposit,87,48940,21
deposit,87,48941,15
deposit,30,48942,51
deposit,30,48943,11
deposit,68,48944,57
withdrawal,2,48945,99
withdrawal,15,48946,4
deposit,19,48947,33
deposit,0,48948,48
withdrawal,87,48949,20
deposit,40,48950,64
withdrawal,99,48951,26
deposit,96,48952,4
withdrawal,72,48953,50
deposit,99,48954,7
deposit,0,48955,19
deposit,38,48956,21
withdrawal,49,48957,72
deposit,37,48958,21
deposit,35,48959,38
withdrawal,44,48960,61
withdrawal,19,48961,53
deposit,35,48962,7
deposit,49,48963,66
withdrawal,84,48964,66
deposit,52,48965,43
withdrawal,38,48966,32
deposit,29,48967,47
deposit,68,48968,8
deposit,86,48969,49
withdrawal,99,48970,34
deposit,61,48971,5
deposit,94,48972,14
withdrawal,5,48973,40
deposit,1,48974,77
withdrawal,91,48975,62
withdrawal,93,48976,75
withdrawal,56,48977,68
withdrawal,74,48978,92
deposit,72,48979,78
withdrawal,72,48980,2
deposit,34,48981,17
withdrawal,34,48982,18
deposit,11,48983,28
deposit,42,48984,58
deposit,29,48985,49
withdrawal,16,48986,12
withdrawal,80,48987,82
deposit,8,48988,6
withdrawal,28,48989,58
deposit,80,48990,3
withdrawal,6,48991,39
deposit,71,48992,92
withdrawal,54,48993,41
withdrawal,55,48994,68
withdrawal,79,48995,9
deposit,85,48996,44
withdrawal,67,48997,35
withdrawal,15,48998,97
withdrawal,24,48999,41
deposit,54,49000,54
withdrawal,91,49001,14
withdrawal,53,49002,71
deposit,95,49003,47
deposit,77,49004,16
deposit,77,49005,19
deposit,44,49006,64
deposit,37,49007,40
deposit,8,49008,7
withdrawal,23,49009,100
withdrawal,95,49010,14
withdrawal,38,49011,9
deposit,73,49012,66
withdrawal,87,49013,46
deposit,50,49014,39
withdrawal,99,49015,7
deposit,22,49016,82
deposit,21,49017,66
withdrawal,58,49018,6
deposit,53,49019,53
withdrawal,26,49020,27
deposit,39,49021,12
withdrawal,69,49022,28
deposit,75,49023,3
withdrawal,30,49024,94
withdrawal,51,49025,52
withdrawal,99,49026,78
withdrawal,75,49027,13
withdrawal,18,49028,14
withdrawal,14,49029,5
withdrawal,0,49030,40
withdrawal,50,49031,51
withdrawal,77,49032,42
withdrawal,7,49033,97
deposit,26,49034,97
withdrawal,19,49035,12
deposit,21,49036,94
deposit,58,49037,28
deposit,18,49038,87
withdrawal,34,49039,78
deposit,28,49040,54
withdrawal,17,49041,49
withdrawal,64,49042,11
withdrawal,82,49043,65
withdrawal,61,49044,3
deposit,3,49045,26
deposit,11,49046,5
withdrawal,48,49047,50
deposit,40,49048,42
withdrawal,17,49049,46
withdrawal,100,49050,2
withdrawal,88,49051,20
withdrawal,49,49052,85
deposit,98,49053,47
withdrawal,19,49054,57
deposit,53,49055,19
deposit,92,49056,24
withdrawal,13,49057,87
withdrawal,47,49058,41
deposit,34,49059,88
withdrawal,91,49060,55
withdrawal,61,49061,35
withdrawal,10,49062,86
deposit,91,49063,68
deposit,95,49064,71
withdrawal,36,49065,64
withdrawal,14,49066,87
deposit,70,49067,84
deposit,19,49068,85
deposit,11,49069,69
withdrawal,29,49070,23
withdrawal,7,49071,9
withdrawal,25,49072,38
deposit,67,49073,10
withdrawal,53,49074,35
deposit,12,49075,79
deposit,89,49076,49
withdrawal,81,49077,35
withdrawal,13,49078,65
deposit,5,49079,59
withdrawal,23,49080,20
deposit,37,49081,16
deposit,38,49082,46
withdrawal,2,49083,93
deposit,70,49084,88
deposit,82,49085,5
deposit,80,49086,2
deposit,87,49087,71
withdrawal,90,49088,43
withdrawal,92,49089,42
withdrawal,22,49090,32
withdrawal,98,49091,30
deposit,14,49092,38
withdrawal,76,49093,56
deposit,78,49094,89
withdrawal,21,49095,37
deposit,99,49096,73
withdrawal,66,49097,89
deposit,62,49098,57
deposit,14,49099,69
withdrawal,71,49100,78
deposit,57,49101,3
deposit,79,49102,52
withdrawal,6,49103,34
withdrawal,14,49104,72
deposit,84,49105,51
deposit,35,49106,53
deposit,32,49107,51
deposit,88,49108,40
deposit,33,49109,44
deposit,70,49110,52
withdrawal,6,49111,75
withdrawal,41,49112,41
withdrawal,87,49113,20
withdrawal,89,49114,59
withdrawal,90,49115,86
withdrawal,25,49116,29
deposit,54,49117,89
withdrawal,1,49118,52
deposit,9,49119,30
withdrawal,91,49120,52
deposit,41,49121,24
deposit,45,49122,78
deposit,59,49123,62
withdrawal,91,49124,56
deposit,80,49125,5
withdrawal,30,49126,58
withdrawal,74,49127,72
withdrawal,60,49128,7
deposit,88,49129,89
deposit,58,49130,56
deposit,51,49131,63
withdrawal,85,49132,70
withdrawal,14,49133,15
withdrawal,16,49134,66
deposit,78,49135,75
deposit,11,49136,70
deposit,1,49137,12
withdrawal,72,49138,96
withdrawal,4,49139,19
withdrawal,76,49140,47
deposit,17,49141,54
deposit,37,49142,38
withdrawal,52,49143,80
deposit,44,49144,85
deposit,25,49145,98
deposit,1,49146,14
withdrawal,57,49147,58
withdrawal,66,49148,87
deposit,60,49149,73
deposit,17,49150,28
deposit,46,49151,6
withdrawal,11,49152,0
withdrawal,99,49153,13
deposit,14,49154,6
deposit,51,49155,56
withdrawal,54,49156,6
deposit,34,49157,18
deposit,98,49158,79
deposit,90,49159,40
deposit,57,49160,4
withdrawal,2,49161,71
withdrawal,96,49162,18
deposit,14,49163,26
withdrawal,2,49164,38
withdrawal,4,49165,17
deposit,91,49166,62
withdrawal,1,49167,98
withdrawal,91,49168,67
withdrawal,2,49169,31
deposit,38,49170,84
withdrawal,69,49171,3
deposit,55,49172,70
withdrawal,95,49173,19
deposit,58,49174,10
deposit,85,49175,75
deposit,97,49176,48
withdrawal,38,49177,75
deposit,37,49178,58
deposit,11,49179,67
deposit,76,49180,26
deposit,64,49181,13
withdrawal,27,49182,46
deposit,28,49183,55
withdrawal,48,49184,89
withdrawal,47,49185,54
withdrawal,54,49186,67
withdrawal,11,49187,39
deposit,86,49188,29
deposit,63,49189,39
deposit,40,49190,37
deposit,65,49191,80
deposit,69,49192,65
deposit,71,49193,58
withdrawal,70,49194,45
deposit,72,49195,28
deposit,52,49196,54
withdrawal,2,49197,17
deposit,63,49198,64
withdrawal,6,49199,93
deposit,45,49200,63
withdrawal,18,49201,18
withdrawal,29,49202,90
deposit,49,49203,12
withdrawal,21,49204,55
deposit,29,49205,11
deposit,73,49206,15
deposit,83,49207,100
withdrawal,56,49208,2
withdrawal,27,49209,55
deposit,3,49210,47
deposit,81,49211,81
withdrawal,71,49212,20
withdrawal,78,49213,45
deposit,3,49214,10
deposit,18,49215,77
deposit,100,49216,11
deposit,84,49217,6
deposit,24,49218,79
withdrawal,98,49219,97
withdrawal,2,49220,42
withdrawal,45,49221,54
deposit,28,49222,30
withdrawal,58,49223,45
withdrawal,96,49224,92
withdrawal,57,49225,58
deposit,14,49226,77
withdrawal,96,49227,43
deposit,18,49228,49
withdrawal,0,49229,0
deposit,68,49230,96
withdrawal,2,49231,62
withdrawal,79,49232,55
deposit,26,49233,36
withdrawal,52,49234,27
deposit,1,49235,43
withdrawal,94,49236,56
withdrawal,69,49237,81
deposit,58,49238,13
deposit,19,49239,22
withdrawal,80,49240,97
deposit,36,49241,17
deposit,44,49242,77
deposit,38,49243,45
deposit,98,49244,95
withdrawal,70,49245,34
withdrawal,75,49246,8
deposit,79,49247,21
withdrawal,88,49248,73
deposit,40,49249,14
withdrawal,32,49250,56
deposit,75,49251,86
withdrawal,58,49252,0
deposit,23,49253,13
withdrawal,99,49254,22
withdrawal,73,49255,52
withdrawal,88,49256,52
deposit,95,49257,76
deposit,12,49258,48
deposit,52,49259,37
withdrawal,65,49260,4
withdrawal,17,49261,27
deposit,34,49262,80
deposit,99,49263,43
withdrawal,18,49264,7
withdrawal,11,49265,72
withdrawal,44,49266,21
withdrawal,37,49267,1
withdrawal,50,49268,19
withdrawal,51,49269,41
deposit,77,49270,16
deposit,35,49271,33
deposit,1,49272,35
withdrawal,28,49273,100
deposit,31,49274,98
deposit,93,49275,57
deposit,100,49276,48
deposit,22,49277,42
deposit,61,49278,32
withdrawal,15,49279,25
deposit,52,49280,25
deposit,58,49281,0
withdrawal,72,49282,59
withdrawal,32,49283,69
deposit,22,49284,95
withdrawal,60,49285,89
withdrawal,77,49286,43
deposit,91,49287,20
deposit,86,49288,77
deposit,66,49289,53
deposit,41,49290,81
deposit,83,49291,22
deposit,19,49292,55
withdrawal,81,49293,45
withdrawal,99,49294,30
withdrawal,62,49295,76
deposit,23,49296,99
deposit,35,49297,34
deposit,9,49298,64
deposit,23,49299,4
deposit,10,49300,61
deposit,23,49301,28
withdrawal,39,49302,91
deposit,4,49303,98
deposit,95,49304,35
withdrawal,40,49305,33
deposit,18,49306,20
deposit,25,49307,86
withdrawal,65,49308,48
deposit,37,49309,18
withdrawal,50,49310,25
deposit,6,49311,55
withdrawal,41,49312,79
withdrawal,73,49313,13
withdrawal,74,49314,10
withdrawal,62,49315,63
withdrawal,76,49316,7
deposit,100,49317,98
withdrawal,11,49318,13
withdrawal,68,49319,29
withdrawal,3,49320,97
deposit,47,49321,18
deposit,43,49322,3
withdrawal,22,49323,16
withdrawal,19,49324,10
deposit,31,49325,20
deposit,52,49326,83
deposit,32,49327,92
withdrawal,41,49328,40
withdrawal,81,49329,70
deposit,32,49330,80
deposit,10,49331,58
deposit,4,49332,72
deposit,89,49333,68
deposit,42,49334,35
deposit,71,49335,26
deposit,68,49336,31
withdrawal,68,49337,24
deposit,44,49338,67
withdrawal,60,49339,73
deposit,11,49340,87
deposit,86,49341,87
withdrawal,20,49342,65
withdrawal,6,49343,99
withdrawal,97,49344,81
withdrawal,62,49345,19
deposit,98,49346,13
deposit,89,49347,63
deposit,96,49348,36
deposit,71,49349,22
withdrawal,45,49350,33
withdrawal,83,49351,77
deposit,50,49352,22
withdrawal,7,49353,1
deposit,37,49354,74
withdrawal,69,49355,96
withdrawal,86,49356,27
withdrawal,99,49357,85
withdrawal,73,49358,41
deposit,80,49359,12
deposit,37,49360,87
withdrawal,67,49361,11
withdrawal,82,49362,34
deposit,22,49363,38
withdrawal,45,49364,67
withdrawal,34,49365,81
withdrawal,53,49366,11
deposit,75,49367,44
withdrawal,87,49368,72
deposit,95,49369,41
deposit,82,49370,10
deposit,75,49371,6
withdrawal,86,49372,89
withdrawal,31,49373,28
deposit,21,49374,3
withdrawal,89,49375,73
withdrawal,6,49376,28
withdrawal,49,49377,80
withdrawal,44,49378,97
deposit,97,49379,53
deposit,76,49380,73
deposit,29,49381,27
deposit,13,49382,30
deposit,90,49383,40
deposit,90,49384,88
deposit,57,49385,67
deposit,93,49386,16
deposit,30,49387,29
deposit,1,49388,39
deposit,66,49389,81
withdrawal,82,49390,27
deposit,53,49391,81
withdrawal,20,49392,19
deposit,16,49393,62
deposit,76,49394,60
deposit,80,49395,52
deposit,2,49396,91
deposit,96,49397,32
deposit,52,49398,7
deposit,38,49399,71
deposit,77,49400,23
deposit,46,49401,52
deposit,74,49402,26
withdrawal,14,49403,62
deposit,42,49404,23
withdrawal,26,49405,7
withdrawal,37,49406,44
withdrawal,8,49407,25
deposit,19,49408,34
withdrawal,45,49409,99
deposit,19,49410,7
withdrawal,93,49411,20
withdrawal,21,49412,91
withdrawal,13,49413,24
withdrawal,100,49414,47
deposit,44,49415,56
deposit,1,49416,0
withdrawal,83,49417,94
withdrawal,30,49418,60
withdrawal,93,49419,34
withdrawal,6,49420,8
withdrawal,79,49421,43
deposit,37,49422,22
withdrawal,67,49423,68
deposit,80,49424,28
deposit,10,49425,83
deposit,16,49426,54
withdrawal,3,49427,55
withdrawal,84,49428,34
withdrawal,88,49429,2
withdrawal,65,49430,69
withdrawal,13,49431,32
deposit,90,49432,16
withdrawal,27,49433,76
withdrawal,69,49434,20
withdrawal,69,49435,52
deposit,60,49436,48
withdrawal,92,49437,67
withdrawal,11,49438,99
deposit,41,49439,1
deposit,49,49440,79
withdrawal,28,49441,33
withdrawal,69,49442,15
deposit,36,49443,1
deposit,81,49444,27
deposit,87,49445,28
withdrawal,96,49446,55
deposit,49,49447,44
withdrawal,85,49448,23
withdrawal,18,49449,30
withdrawal,50,49450,12
deposit,100,49451,78
withdrawal,41,49452,74
deposit,99,49453,80
deposit,48,49454,84
withdrawal,63,49455,38
deposit,33,49456,20
withdrawal,72,49457,9
withdrawal,67,49458,71
withdrawal,12,49459,42
withdrawal,24,49460,83
deposit,81,49461,92
deposit,84,49462,53
withdrawal,62,49463,1
withdrawal,61,49464,11
deposit,47,49465,82
withdrawal,26,49466,62
withdrawal,3,49467,69
deposit,76,49468,99
withdrawal,6,49469,64
withdrawal,23,49470,68
withdrawal,42,49471,13
deposit,90,49472,12
withdrawal,1,49473,75
withdrawal,52,49474,20
withdrawal,34,49475,36
deposit,6,49476,95
deposit,27,49477,1
withdrawal,6,49478,30
withdrawal,21,49479,1
withdrawal,34,49480,12
withdrawal,0,49481,87
withdrawal,65,49482,82
withdrawal,31,49483,16
deposit,25,49484,71
withdrawal,58,49485,31
withdrawal,61,49486,18
withdrawal,44,49487,67
deposit,48,49488,20
deposit,66,49489,53
deposit,83,49490,27
deposit,6,49491,33
withdrawal,86,49492,52
deposit,8,49493,46
withdrawal,75,49494,7
deposit,31,49495,7
withdrawal,74,49496,3
withdrawal,39,49497,2
deposit,79,49498,10
deposit,79,49499,40
deposit,9,49500,50
deposit,3,49501,68
deposit,81,49502,17
withdrawal,83,49503,80
withdrawal,80,49504,54
withdrawal,54,49505,75
withdrawal,33,49506,70
withdrawal,71,49507,16
withdrawal,43,49508,20
deposit,52,49509,94
withdrawal,74,49510,7
deposit,72,49511,85
deposit,49,49512,28
deposit,67,49513,82
withdrawal,60,49514,74
withdrawal,63,49515,61
deposit,95,49516,30
withdrawal,100,49517,32
withdrawal,58,49518,34
withdrawal,53,49519,70
deposit,70,49520,26
withdrawal,33,49521,97
deposit,85,49522,70
deposit,18,49523,46
deposit,39,49524,44
withdrawal,23,49525,89
deposit,14,49526,33
deposit,3,49527,61
deposit,29,49528,10
deposit,99,49529,67
withdrawal,70,49530,38
deposit,75,49531,7
withdrawal,91,49532,33
deposit,3,49533,89
withdrawal,2,49534,38
deposit,99,49535,36
deposit,51,49536,59
deposit,83,49537,19
deposit,88,49538,95
deposit,66,49539,66
deposit,46,49540,85
withdrawal,62,49541,99
withdrawal,21,49542,39
deposit,3,49543,70
withdrawal,4,49544,26
withdrawal,16,49545,5
withdrawal,94,49546,100
deposit,46,49547,48
deposit,12,49548,87
deposit,88,49549,98
withdrawal,10,49550,19
withdrawal,42,49551,23
withdrawal,44,49552,94
deposit,68,49553,31
withdrawal,63,49554,61
deposit,100,49555,99
deposit,43,49556,12
withdrawal,90,49557,6
deposit,51,49558,47
deposit,97,49559,60
withdrawal,60,49560,2
deposit,24,49561,62
withdrawal,71,49562,18
deposit,42,49563,14
deposit,70,49564,8
withdrawal,42,49565,2
deposit,63,49566,83
withdrawal,25,49567,84
withdrawal,6,49568,70
deposit,72,49569,2
deposit,99,49570,99
withdrawal,51,49571,47
deposit,9,49572,83
withdrawal,62,49573,100
withdrawal,8,49574,19
deposit,93,49575,9
withdrawal,18,49576,83
withdrawal,46,49577,48
withdrawal,98,49578,24
withdrawal,53,49579,76
withdrawal,19,49580,9
deposit,32,49581,76
deposit,8,49582,72
withdrawal,40,49583,56
withdrawal,51,49584,44
withdrawal,8,49585,92
withdrawal,68,49586,34
withdrawal,12,49587,53
withdrawal,37,49588,83
withdrawal,23,49589,11
withdrawal,91,49590,96
deposit,54,49591,42
deposit,66,49592,14
withdrawal,13,49593,61
withdrawal,40,49594,31
withdrawal,81,49595,42
withdrawal,35,49596,97
withdrawal,0,49597,90
withdrawal,94,49598,100
withdrawal,81,49599,99
withdrawal,52,49600,82
deposit,54,49601,68
deposit,62,49602,93
withdrawal,23,49603,84
withdrawal,39,49604,38
withdrawal,15,49605,5
withdrawal,45,49606,3
withdrawal,89,49607,50
withdrawal,71,49608,26
deposit,6,49609,90
withdrawal,13,49610,9
deposit,18,49611,5
withdrawal,70,49612,68
withdrawal,67,49613,6
withdrawal,47,49614,56
withdrawal,69,49615,42
deposit,3,49616,93
withdrawal,46,49617,96
withdrawal,71,49618,14
withdrawal,80,49619,52
deposit,69,49620,63
withdrawal,98,49621,5
deposit,78,49622,17
withdrawal,52,49623,8
withdrawal,85,49624,17
deposit,83,49625,25
withdrawal,62,49626,98
deposit,13,49627,45
withdrawal,32,49628,40
withdrawal,56,49629,67
deposit,21,49630,76
withdrawal,93,49631,67
deposit,48,49632,81
withdrawal,96,49633,52
deposit,4,49634,75
deposit,60,49635,21
deposit,94,49636,88
deposit,46,49637,13
deposit,5,49638,82
deposit,60,49639,86
deposit,51,49640,54
deposit,34,49641,22
deposit,100,49642,77
withdrawal,32,49643,55
